model,arch,n_params,D,H,heads,drop,mod_drop,epochs_trained,best_val_mean_auprc,seed,training_split,selection_split,horizons_h,lookback_h,dims
multimodal,MultimodalRiskNet,172070,64,96,4,0.2,0.15,3,0.12321169222479204,42,train,validation,"[1, 3, 6]",24,"{'d_p': 35, 'd_l': 80, 'd_t': 66, 'd_s': 15}"
