model,epoch,train_loss,val_mean_auprc,seconds
multimodal,1,0.3223667700653491,0.10472499088962023,7.758244276046753
multimodal,2,0.2620409613070281,0.08316634109805905,4.717931270599365
multimodal,3,0.24359159249326456,0.12321169222479204,4.673341989517212
multimodal,4,0.23028981258039888,0.09666949630353146,4.652873516082764
multimodal,5,0.2152736506384352,0.09636296544873517,4.672358751296997
multimodal,6,0.1951739550932594,0.10633832235049202,4.4926862716674805
multimodal,7,0.1833042492037234,0.07570748746129578,4.298836708068848
multimodal,8,0.17750891453546028,0.0529105971334111,4.432643890380859
multimodal,9,0.1504016352088555,0.09803197928696723,4.568157196044922
